Table S1 Original predicted PPIs ,,,,,,,
interactor A,annotation,interactor B,annotation,taxid,Organism,method,ref
Unigene17173,--,Unigene8030,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:21777812
Unigene8099,--,Unigene8099,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0090""(protein complementation assay)",pubmed:18467557
Unigene11256,--,Unigene8197,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17200106
Unigene3950,--,Unigene8197,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16554755
Unigene4894,--,Unigene8197,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:12808088
Unigene8197,--,Unigene8197,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:21926967
Unigene8391,--,Unigene8391,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0401""(biochemical)",pubmed:15889152
Unigene8391,--,Unigene8391,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:22940862
Unigene8737,--,Unigene8737,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0401""(biochemical)",pubmed:19343713
Unigene14873,--,Unigene8774,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11805837
Unigene17173,--,Unigene8774,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:21777812
Unigene684,--,Unigene8774,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16554755
Unigene8774,--,Unigene8774,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0114""(x-ray crystallography)",pubmed:21600990
Unigene14873,--,Unigene9171,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11805837
Unigene4335,--,Unigene9171,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11805837
Unigene4335,--,Unigene9171,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:19656297
Unigene9171,--,Unigene9171,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:14759368
Unigene1889,--,Unigene9453,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:10995434
Unigene1889,--,Unigene9453,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:10469659
Unigene1889,--,Unigene9453,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0047""(far western blotting)",pubmed:12221072
Unigene12183,--,Unigene9551,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:20093466
Unigene4142, [EC:2.1.1.-],Unigene5880,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16554755
Unigene4142, [EC:2.1.1.-],Unigene8774,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16554755
Unigene15310, [EC:3.6.1.-],Unigene14546,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17272721
Unigene15310, [EC:3.6.1.-],Unigene14546,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:21852791
Unigene15310, [EC:3.6.1.-],Unigene9171,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:18689878
Unigene449,(S)-2-hydroxy-acid oxidase [EC:1.1.3.15],Unigene1889,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:21546912
Unigene1328,20S proteasome subunit alpha 3 [EC:3.4.25.1],Unigene13196,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0018""(two hybrid)",pubmed:11595789
Unigene1328,20S proteasome subunit alpha 3 [EC:3.4.25.1],Unigene4243,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:17314980
Unigene7939,20S proteasome subunit alpha 7 [EC:3.4.25.1],Unigene13196,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0018""(two hybrid)",pubmed:11595789
Unigene15433,20S proteasome subunit beta 4 [EC:3.4.25.1],Unigene15242,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:15907469
Unigene15433,20S proteasome subunit beta 4 [EC:3.4.25.1],Unigene23704,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11029046
Unigene15433,20S proteasome subunit beta 4 [EC:3.4.25.1],Unigene26623,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11029046
Unigene15433,20S proteasome subunit beta 4 [EC:3.4.25.1],Unigene468,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16554755
Unigene11774,26S proteasome regulatory subunit N1,Unigene10628,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene11774,26S proteasome regulatory subunit N1,Unigene11909,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene11774,26S proteasome regulatory subunit N1,Unigene12141,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene11774,26S proteasome regulatory subunit N1,Unigene13196,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0018""(two hybrid)",pubmed:11595789
Unigene11774,26S proteasome regulatory subunit N1,Unigene13405,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene11774,26S proteasome regulatory subunit N1,Unigene15242,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:22815701
Unigene11774,26S proteasome regulatory subunit N1,Unigene15588,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene11774,26S proteasome regulatory subunit N1,Unigene17128,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene11774,26S proteasome regulatory subunit N1,Unigene23704,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene11774,26S proteasome regulatory subunit N1,Unigene3505,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene11774,26S proteasome regulatory subunit N1,Unigene471,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene16115,26S proteasome regulatory subunit N11,Unigene10628,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene16115,26S proteasome regulatory subunit N11,Unigene10628,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20170199
Unigene16115,26S proteasome regulatory subunit N11,Unigene11256,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20170199
Unigene16115,26S proteasome regulatory subunit N11,Unigene11756,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene16115,26S proteasome regulatory subunit N11,Unigene11756,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20170199
Unigene16115,26S proteasome regulatory subunit N11,Unigene11909,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene16115,26S proteasome regulatory subunit N11,Unigene11909,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20170199
Unigene16115,26S proteasome regulatory subunit N11,Unigene11991,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene16115,26S proteasome regulatory subunit N11,Unigene11991,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20170199
Unigene16115,26S proteasome regulatory subunit N11,Unigene12100,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene16115,26S proteasome regulatory subunit N11,Unigene12100,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20170199
Unigene16115,26S proteasome regulatory subunit N11,Unigene12141,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene16115,26S proteasome regulatory subunit N11,Unigene12141,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20170199
Unigene16115,26S proteasome regulatory subunit N11,Unigene12595,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene16115,26S proteasome regulatory subunit N11,Unigene12595,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20170199
Unigene16115,26S proteasome regulatory subunit N11,Unigene12621,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20170199
Unigene16115,26S proteasome regulatory subunit N11,Unigene13405,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene16115,26S proteasome regulatory subunit N11,Unigene13405,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20170199
Unigene16115,26S proteasome regulatory subunit N11,Unigene14546,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene16115,26S proteasome regulatory subunit N11,Unigene14546,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20170199
Unigene16115,26S proteasome regulatory subunit N11,Unigene15588,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20170199
Unigene16115,26S proteasome regulatory subunit N11,Unigene16131,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20170199
Unigene16115,26S proteasome regulatory subunit N11,Unigene16557,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20170199
Unigene16115,26S proteasome regulatory subunit N11,Unigene16595,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20170199
Unigene16115,26S proteasome regulatory subunit N11,Unigene17128,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene16115,26S proteasome regulatory subunit N11,Unigene17128,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20170199
Unigene16115,26S proteasome regulatory subunit N11,Unigene17173,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20170199
Unigene16115,26S proteasome regulatory subunit N11,Unigene1889,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20170199
Unigene16115,26S proteasome regulatory subunit N11,Unigene23704,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene16115,26S proteasome regulatory subunit N11,Unigene23704,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20170199
Unigene16115,26S proteasome regulatory subunit N11,Unigene238,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20170199
Unigene16115,26S proteasome regulatory subunit N11,Unigene3314,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20170199
Unigene16115,26S proteasome regulatory subunit N11,Unigene3505,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20170199
Unigene16115,26S proteasome regulatory subunit N11,Unigene3955,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene16115,26S proteasome regulatory subunit N11,Unigene3955,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20170199
Unigene16115,26S proteasome regulatory subunit N11,Unigene4233,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene16115,26S proteasome regulatory subunit N11,Unigene4335,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20170199
Unigene16115,26S proteasome regulatory subunit N11,Unigene471,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene16115,26S proteasome regulatory subunit N11,Unigene471,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20170199
Unigene16115,26S proteasome regulatory subunit N11,Unigene4894,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20170199
Unigene16115,26S proteasome regulatory subunit N11,Unigene5457,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20170199
Unigene16115,26S proteasome regulatory subunit N11,Unigene5880,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene16115,26S proteasome regulatory subunit N11,Unigene5880,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20170199
Unigene16115,26S proteasome regulatory subunit N11,Unigene5924,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20170199
Unigene16115,26S proteasome regulatory subunit N11,Unigene8737,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20170199
Unigene750,26S proteasome regulatory subunit N3,Unigene5880,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16554755
Unigene5911,26S proteasome regulatory subunit N9,Unigene13196,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0018""(two hybrid)",pubmed:11595789
Unigene15788,26S proteasome regulatory subunit T2,Unigene10628,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:20093466
Unigene15788,26S proteasome regulatory subunit T2,Unigene16596,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:20093466
Unigene4533,26S proteasome regulatory subunit T3,Unigene468,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:20093466
Unigene11569,26S proteasome regulatory subunit T5,Unigene11909,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene11569,26S proteasome regulatory subunit T5,Unigene12141,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene11569,26S proteasome regulatory subunit T5,Unigene12183,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0018""(two hybrid)",pubmed:22875988
Unigene11569,26S proteasome regulatory subunit T5,Unigene12595,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene11569,26S proteasome regulatory subunit T5,Unigene13405,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene11569,26S proteasome regulatory subunit T5,Unigene14546,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene11569,26S proteasome regulatory subunit T5,Unigene17128,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene11569,26S proteasome regulatory subunit T5,Unigene23704,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene11569,26S proteasome regulatory subunit T5,Unigene4394,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0018""(two hybrid)",pubmed:22875988
Unigene5801,26S proteasome regulatory subunit T6,Unigene13196,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0018""(two hybrid)",pubmed:11595789
Unigene1499,2-alkenal reductase [EC:1.3.1.74],Unigene5457,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16554755
Unigene8297,2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61],Unigene5136,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:20093466
Unigene488,3-isopropylmalate dehydratase [EC:4.2.1.33],Unigene12141,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:21623372
Unigene18192,4-hydroxybenzoate hexaprenyltransferase [EC:2.5.1.-],Unigene12615,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:20345901
Unigene12460,60S ribosome subunit biogenesis protein NIP7,Unigene11256,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16429126
Unigene12460,60S ribosome subunit biogenesis protein NIP7,Unigene4894,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16429126
Unigene1071,6-phosphogluconolactonase [EC:3.1.1.31],Unigene5084,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:20093466
Unigene2252,7-dehydrocholesterol reductase [EC:1.3.1.21],Unigene17128,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16300994
Unigene2252,7-dehydrocholesterol reductase [EC:1.3.1.21],Unigene17128,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0090""(protein complementation assay)",pubmed:16300994
Unigene7973,acetyl-CoA carboxylase / biotin carboxylase [EC:6.4.1.2 6.3.4.14],Unigene23704,--,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16429126
